"","state","sex","age","race","party","n"
"1464","IN","Male","45-54","Non-Hispanic White","Democratic",51913
"1465","IN","Male","45-54","Non-Hispanic White","Other",117575
"1466","IN","Male","45-54","Non-Hispanic White","Republican",111797
"1467","IN","Male","45-54","Other","Democratic",10570
"1468","IN","Male","45-54","Other","Other",24623
"1469","IN","Male","45-54","Other","Republican",15293
"1470","IN","Male","55-64","Black","Democratic",12230
"1471","IN","Male","55-64","Black","Other",7689
"1472","IN","Male","55-64","Black","Republican",649
"1473","IN","Male","55-64","Non-Hispanic White","Democratic",70010
"1474","IN","Male","55-64","Non-Hispanic White","Other",89617
"1475","IN","Male","55-64","Non-Hispanic White","Republican",134296
"1476","IN","Male","55-64","Other","Democratic",12805
"1477","IN","Male","55-64","Other","Other",16835
"1478","IN","Male","55-64","Other","Republican",17420
"1479","IN","Male","<25","Black","Democratic",1283
"1480","IN","Male","<25","Black","Other",9918
"1481","IN","Male","<25","Black","Republican",90
"1482","IN","Male","<25","Non-Hispanic White","Democratic",15296
"1483","IN","Male","<25","Non-Hispanic White","Other",92019
"1484","IN","Male","<25","Non-Hispanic White","Republican",21680
"1485","IN","Male","<25","Other","Democratic",4445
"1486","IN","Male","<25","Other","Other",23994
"1487","IN","Male","<25","Other","Republican",3862
"1488","IN","Male",">65","Black","Democratic",14185
"1489","IN","Male",">65","Black","Other",4053
"1490","IN","Male",">65","Black","Republican",685
"1491","IN","Male",">65","Non-Hispanic White","Democratic",94753
"1492","IN","Male",">65","Non-Hispanic White","Other",67518
"1493","IN","Male",">65","Non-Hispanic White","Republican",177230
"1494","IN","Male",">65","Other","Democratic",15964
"1495","IN","Male",">65","Other","Other",11900
"1496","IN","Male",">65","Other","Republican",21925
"1497","IA","Female","25-34","Black","Democratic",2667
"1498","IA","Female","25-34","Black","Other",552
"1499","IA","Female","25-34","Black","Republican",47
"1500","IA","Female","25-34","Non-Hispanic White","Democratic",35928
"1501","IA","Female","25-34","Non-Hispanic White","Other",57880
"1502","IA","Female","25-34","Non-Hispanic White","Republican",28951
"1503","IA","Female","25-34","Other","Democratic",10904
"1504","IA","Female","25-34","Other","Other",14373
"1505","IA","Female","25-34","Other","Republican",5940
"1506","IA","Female","35-44","Black","Democratic",2194
"1507","IA","Female","35-44","Black","Other",400
"1508","IA","Female","35-44","Black","Republican",30
"1509","IA","Female","35-44","Non-Hispanic White","Democratic",34705
"1510","IA","Female","35-44","Non-Hispanic White","Other",51568
"1511","IA","Female","35-44","Non-Hispanic White","Republican",32009
"1512","IA","Female","35-44","Other","Democratic",8966
"1513","IA","Female","35-44","Other","Other",11680
"1514","IA","Female","35-44","Other","Republican",5872
"1515","IA","Female","45-54","Black","Democratic",1776
"1516","IA","Female","45-54","Black","Other",212
"1517","IA","Female","45-54","Black","Republican",33
"1518","IA","Female","45-54","Non-Hispanic White","Democratic",40803
"1519","IA","Female","45-54","Non-Hispanic White","Other",47460
"1520","IA","Female","45-54","Non-Hispanic White","Republican",43464
"1521","IA","Female","45-54","Other","Democratic",8847
"1522","IA","Female","45-54","Other","Other",9529
"1523","IA","Female","45-54","Other","Republican",7669
"1524","IA","Female","55-64","Black","Democratic",1860
"1525","IA","Female","55-64","Black","Other",130
"1526","IA","Female","55-64","Black","Republican",25
"1527","IA","Female","55-64","Non-Hispanic White","Democratic",57148
"1528","IA","Female","55-64","Non-Hispanic White","Other",45973
"1529","IA","Female","55-64","Non-Hispanic White","Republican",53778
"1530","IA","Female","55-64","Other","Democratic",10140
"1531","IA","Female","55-64","Other","Other",7933
"1532","IA","Female","55-64","Other","Republican",8290
"1533","IA","Female","<25","Black","Democratic",1296
"1534","IA","Female","<25","Black","Other",344
"1535","IA","Female","<25","Black","Republican",19
"1536","IA","Female","<25","Non-Hispanic White","Democratic",19800
"1537","IA","Female","<25","Non-Hispanic White","Other",36397
"1538","IA","Female","<25","Non-Hispanic White","Republican",18408
"1539","IA","Female","<25","Other","Democratic",7141
"1540","IA","Female","<25","Other","Other",10031
"1541","IA","Female","<25","Other","Republican",3961
"1542","IA","Female",">65","Black","Democratic",1856
"1543","IA","Female",">65","Black","Other",105
"1544","IA","Female",">65","Black","Republican",39
"1545","IA","Female",">65","Non-Hispanic White","Democratic",88481
"1546","IA","Female",">65","Non-Hispanic White","Other",45833
"1547","IA","Female",">65","Non-Hispanic White","Republican",85712
"1548","IA","Female",">65","Other","Democratic",14458
"1549","IA","Female",">65","Other","Other",7582
"1550","IA","Female",">65","Other","Republican",12810
"1551","IA","Male","25-34","Black","Democratic",1893
"1552","IA","Male","25-34","Black","Other",467
"1553","IA","Male","25-34","Black","Republican",40
"1554","IA","Male","25-34","Non-Hispanic White","Democratic",28918
"1555","IA","Male","25-34","Non-Hispanic White","Other",57301
"1556","IA","Male","25-34","Non-Hispanic White","Republican",35277
"1557","IA","Male","25-34","Other","Democratic",8108
"1558","IA","Male","25-34","Other","Other",12919
"1559","IA","Male","25-34","Other","Republican",6441
"1560","IA","Male","35-44","Black","Democratic",1378
"1561","IA","Male","35-44","Black","Other",307
"1562","IA","Male","35-44","Black","Republican",21
"1563","IA","Male","35-44","Non-Hispanic White","Democratic",25673
"1564","IA","Male","35-44","Non-Hispanic White","Other",48082
"1565","IA","Male","35-44","Non-Hispanic White","Republican",37315
"1566","IA","Male","35-44","Other","Democratic",6708
"1567","IA","Male","35-44","Other","Other",10123
"1568","IA","Male","35-44","Other","Republican",6406
"1569","IA","Male","45-54","Black","Democratic",1381
"1570","IA","Male","45-54","Black","Other",223
"1571","IA","Male","45-54","Black","Republican",28
"1572","IA","Male","45-54","Non-Hispanic White","Democratic",29549
"1573","IA","Male","45-54","Non-Hispanic White","Other",44114
"1574","IA","Male","45-54","Non-Hispanic White","Republican",49687
"1575","IA","Male","45-54","Other","Democratic",7249
"1576","IA","Male","45-54","Other","Other",8769
"1577","IA","Male","45-54","Other","Republican",8248
"1578","IA","Male","55-64","Black","Democratic",1395
"1579","IA","Male","55-64","Black","Other",161
"1580","IA","Male","55-64","Black","Republican",20
"1581","IA","Male","55-64","Non-Hispanic White","Democratic",43099
"1582","IA","Male","55-64","Non-Hispanic White","Other",43367
"1583","IA","Male","55-64","Non-Hispanic White","Republican",58843
"1584","IA","Male","55-64","Other","Democratic",8097
"1585","IA","Male","55-64","Other","Other",7625
"1586","IA","Male","55-64","Other","Republican",8946
"1587","IA","Male","<25","Black","Democratic",1060
"1588","IA","Male","<25","Black","Other",447
"1589","IA","Male","<25","Black","Republican",28
"1590","IA","Male","<25","Non-Hispanic White","Democratic",16116
"1591","IA","Male","<25","Non-Hispanic White","Other",39338
"1592","IA","Male","<25","Non-Hispanic White","Republican",23587
"1593","IA","Male","<25","Other","Democratic",5705
"1594","IA","Male","<25","Other","Other",10284
"1595","IA","Male","<25","Other","Republican",5008
"1596","IA","Male",">65","Black","Democratic",1207
"1597","IA","Male",">65","Black","Other",114
"1598","IA","Male",">65","Black","Republican",40
"1599","IA","Male",">65","Non-Hispanic White","Democratic",62077
"1600","IA","Male",">65","Non-Hispanic White","Other",39463
"1601","IA","Male",">65","Non-Hispanic White","Republican",77298
"1602","IA","Male",">65","Other","Democratic",10392
"1603","IA","Male",">65","Other","Other",6637
"1604","IA","Male",">65","Other","Republican",11306
"1605","KS","Female","25-34","Black","Democratic",3651
"1606","KS","Female","25-34","Black","Other",1410
"1607","KS","Female","25-34","Black","Republican",81
"1608","KS","Female","25-34","Non-Hispanic White","Democratic",20581
"1609","KS","Female","25-34","Non-Hispanic White","Other",41268
"1610","KS","Female","25-34","Non-Hispanic White","Republican",33667
"1611","KS","Female","25-34","Other","Democratic",7200
"1612","KS","Female","25-34","Other","Other",12644
"1613","KS","Female","25-34","Other","Republican",6868
"1614","KS","Female","35-44","Black","Democratic",3487
"1615","KS","Female","35-44","Black","Other",1007
"1616","KS","Female","35-44","Black","Republican",88
"1617","KS","Female","35-44","Non-Hispanic White","Democratic",20548
"1618","KS","Female","35-44","Non-Hispanic White","Other",37263
"1619","KS","Female","35-44","Non-Hispanic White","Republican",38429
"1620","KS","Female","35-44","Other","Democratic",6291
"1621","KS","Female","35-44","Other","Other",10210
"1622","KS","Female","35-44","Other","Republican",7121
"1623","KS","Female","45-54","Black","Democratic",3633
"1624","KS","Female","45-54","Black","Other",649
"1625","KS","Female","45-54","Black","Republican",92
"1626","KS","Female","45-54","Non-Hispanic White","Democratic",23588
"1627","KS","Female","45-54","Non-Hispanic White","Other",32423
"1628","KS","Female","45-54","Non-Hispanic White","Republican",53181
"1629","KS","Female","45-54","Other","Democratic",5920
"1630","KS","Female","45-54","Other","Other",7797
"1631","KS","Female","45-54","Other","Republican",8664
"1632","KS","Female","55-64","Black","Democratic",4559
"1633","KS","Female","55-64","Black","Other",541
"1634","KS","Female","55-64","Black","Republican",96
"1635","KS","Female","55-64","Non-Hispanic White","Democratic",33722
"1636","KS","Female","55-64","Non-Hispanic White","Other",30423
"1637","KS","Female","55-64","Non-Hispanic White","Republican",67258
"1638","KS","Female","55-64","Other","Democratic",6900
"1639","KS","Female","55-64","Other","Other",6162
"1640","KS","Female","55-64","Other","Republican",9450
"1641","KS","Female","<25","Black","Democratic",1481
"1642","KS","Female","<25","Black","Other",777
"1643","KS","Female","<25","Black","Republican",28
"1644","KS","Female","<25","Non-Hispanic White","Democratic",8935
"1645","KS","Female","<25","Non-Hispanic White","Other",17406
"1646","KS","Female","<25","Non-Hispanic White","Republican",14922
"1647","KS","Female","<25","Other","Democratic",3649
"1648","KS","Female","<25","Other","Other",6053
"1649","KS","Female","<25","Other","Republican",3118
"1650","KS","Female",">65","Black","Democratic",5558
"1651","KS","Female",">65","Black","Other",374
"1652","KS","Female",">65","Black","Republican",130
"1653","KS","Female",">65","Non-Hispanic White","Democratic",52696
"1654","KS","Female",">65","Non-Hispanic White","Other",25574
"1655","KS","Female",">65","Non-Hispanic White","Republican",97575
"1656","KS","Female",">65","Other","Democratic",9409
"1657","KS","Female",">65","Other","Other",4851
"1658","KS","Female",">65","Other","Republican",12744
"1659","KS","Male","25-34","Black","Democratic",2698
"1660","KS","Male","25-34","Black","Other",1114
"1661","KS","Male","25-34","Black","Republican",69
"1662","KS","Male","25-34","Non-Hispanic White","Democratic",16721
"1663","KS","Male","25-34","Non-Hispanic White","Other",41038
"1664","KS","Male","25-34","Non-Hispanic White","Republican",35151
"1665","KS","Male","25-34","Other","Democratic",5279
"1666","KS","Male","25-34","Other","Other",10890
"1667","KS","Male","25-34","Other","Republican",6480
"1668","KS","Male","35-44","Black","Democratic",2239
"1669","KS","Male","35-44","Black","Other",780
"1670","KS","Male","35-44","Black","Republican",58
"1671","KS","Male","35-44","Non-Hispanic White","Democratic",14687
"1672","KS","Male","35-44","Non-Hispanic White","Other",36407
"1673","KS","Male","35-44","Non-Hispanic White","Republican",39554
"1674","KS","Male","35-44","Other","Democratic",4352
"1675","KS","Male","35-44","Other","Other",9060
"1676","KS","Male","35-44","Other","Republican",6529
"1677","KS","Male","45-54","Black","Democratic",2489
"1678","KS","Male","45-54","Black","Other",602
"1679","KS","Male","45-54","Black","Republican",80
"1680","KS","Male","45-54","Non-Hispanic White","Democratic",16074
"1681","KS","Male","45-54","Non-Hispanic White","Other",31203
"1682","KS","Male","45-54","Non-Hispanic White","Republican",54524
"1683","KS","Male","45-54","Other","Democratic",4606
"1684","KS","Male","45-54","Other","Other",7641
"1685","KS","Male","45-54","Other","Republican",8726
"1686","KS","Male","55-64","Black","Democratic",3126
"1687","KS","Male","55-64","Black","Other",521
"1688","KS","Male","55-64","Black","Republican",88
"1689","KS","Male","55-64","Non-Hispanic White","Democratic",23371
"1690","KS","Male","55-64","Non-Hispanic White","Other",29172
"1691","KS","Male","55-64","Non-Hispanic White","Republican",68149
"1692","KS","Male","55-64","Other","Democratic",5469
"1693","KS","Male","55-64","Other","Other",5938
"1694","KS","Male","55-64","Other","Republican",9525
"1695","KS","Male","<25","Black","Democratic",1316
"1696","KS","Male","<25","Black","Other",896
"1697","KS","Male","<25","Black","Republican",44
"1698","KS","Male","<25","Non-Hispanic White","Democratic",7398
"1699","KS","Male","<25","Non-Hispanic White","Other",18608
"1700","KS","Male","<25","Non-Hispanic White","Republican",16276
"1701","KS","Male","<25","Other","Democratic",2878
"1702","KS","Male","<25","Other","Other",5926
"1703","KS","Male","<25","Other","Republican",3211
"1704","KS","Male",">65","Black","Democratic",3411
"1705","KS","Male",">65","Black","Other",306
"1706","KS","Male",">65","Black","Republican",121
"1707","KS","Male",">65","Non-Hispanic White","Democratic",35451
"1708","KS","Male",">65","Non-Hispanic White","Other",23996
"1709","KS","Male",">65","Non-Hispanic White","Republican",86044
"1710","KS","Male",">65","Other","Democratic",6900
"1711","KS","Male",">65","Other","Other",4814
"1712","KS","Male",">65","Other","Republican",11382
"1713","KY","Female","25-34","Black","Democratic",18012
"1714","KY","Female","25-34","Black","Other",777
"1715","KY","Female","25-34","Black","Republican",582
"1716","KY","Female","25-34","Non-Hispanic White","Democratic",91167
"1717","KY","Female","25-34","Non-Hispanic White","Other",18043
"1718","KY","Female","25-34","Non-Hispanic White","Republican",81408
"1719","KY","Female","25-34","Other","Democratic",15553
"1720","KY","Female","25-34","Other","Other",3248
"1721","KY","Female","25-34","Other","Republican",10762
