"","sex","age","race","party","district","state","n"
"12453","Female","25-34","Black","Democratic",13,"GA",6955
"12454","Female","25-34","Black","Democratic",14,"GA",490
"12455","Female","25-34","Black","Democratic",NA,"GA",6
"12456","Female","25-34","Black","Other",1,"GA",8758
"12457","Female","25-34","Black","Other",2,"GA",14240
"12458","Female","25-34","Black","Other",3,"GA",6561
"12459","Female","25-34","Black","Other",4,"GA",18934
"12460","Female","25-34","Black","Other",5,"GA",23711
"12461","Female","25-34","Black","Other",6,"GA",4791
"12462","Female","25-34","Black","Other",7,"GA",5290
"12463","Female","25-34","Black","Other",8,"GA",7482
"12464","Female","25-34","Black","Other",9,"GA",1562
"12465","Female","25-34","Black","Other",10,"GA",6116
"12466","Female","25-34","Black","Other",11,"GA",5449
"12467","Female","25-34","Black","Other",12,"GA",9454
"12468","Female","25-34","Black","Other",13,"GA",17782
"12469","Female","25-34","Black","Other",14,"GA",1992
"12470","Female","25-34","Black","Other",NA,"GA",53
"12471","Female","25-34","Black","Republican",1,"GA",240
"12472","Female","25-34","Black","Republican",2,"GA",181
"12473","Female","25-34","Black","Republican",3,"GA",157
"12474","Female","25-34","Black","Republican",4,"GA",149
"12475","Female","25-34","Black","Republican",5,"GA",179
"12476","Female","25-34","Black","Republican",6,"GA",102
"12477","Female","25-34","Black","Republican",7,"GA",96
"12478","Female","25-34","Black","Republican",8,"GA",217
"12479","Female","25-34","Black","Republican",9,"GA",75
"12480","Female","25-34","Black","Republican",10,"GA",169
"12481","Female","25-34","Black","Republican",11,"GA",133
"12482","Female","25-34","Black","Republican",12,"GA",249
"12483","Female","25-34","Black","Republican",13,"GA",183
"12484","Female","25-34","Black","Republican",14,"GA",63
"12485","Female","25-34","Non-Hispanic White","Democratic",1,"GA",1632
"12486","Female","25-34","Non-Hispanic White","Democratic",2,"GA",1788
"12487","Female","25-34","Non-Hispanic White","Democratic",3,"GA",1221
"12488","Female","25-34","Non-Hispanic White","Democratic",4,"GA",1310
"12489","Female","25-34","Non-Hispanic White","Democratic",5,"GA",3949
"12490","Female","25-34","Non-Hispanic White","Democratic",6,"GA",2314
"12491","Female","25-34","Non-Hispanic White","Democratic",7,"GA",1245
"12492","Female","25-34","Non-Hispanic White","Democratic",8,"GA",1819
"12493","Female","25-34","Non-Hispanic White","Democratic",9,"GA",1009
"12494","Female","25-34","Non-Hispanic White","Democratic",10,"GA",2194
"12495","Female","25-34","Non-Hispanic White","Democratic",11,"GA",1879
"12496","Female","25-34","Non-Hispanic White","Democratic",12,"GA",1677
"12497","Female","25-34","Non-Hispanic White","Democratic",13,"GA",777
"12498","Female","25-34","Non-Hispanic White","Democratic",14,"GA",1293
"12499","Female","25-34","Non-Hispanic White","Democratic",NA,"GA",4
"12500","Female","25-34","Non-Hispanic White","Other",1,"GA",11075
"12501","Female","25-34","Non-Hispanic White","Other",2,"GA",6228
"12502","Female","25-34","Non-Hispanic White","Other",3,"GA",11891
"12503","Female","25-34","Non-Hispanic White","Other",4,"GA",4437
"12504","Female","25-34","Non-Hispanic White","Other",5,"GA",8656
"12505","Female","25-34","Non-Hispanic White","Other",6,"GA",11493
"12506","Female","25-34","Non-Hispanic White","Other",7,"GA",8566
"12507","Female","25-34","Non-Hispanic White","Other",8,"GA",9326
"12508","Female","25-34","Non-Hispanic White","Other",9,"GA",10829
"12509","Female","25-34","Non-Hispanic White","Other",10,"GA",11001
"12510","Female","25-34","Non-Hispanic White","Other",11,"GA",12412
"12511","Female","25-34","Non-Hispanic White","Other",12,"GA",9449
"12512","Female","25-34","Non-Hispanic White","Other",13,"GA",5108
"12513","Female","25-34","Non-Hispanic White","Other",14,"GA",12948
"12514","Female","25-34","Non-Hispanic White","Other",NA,"GA",29
"12515","Female","25-34","Non-Hispanic White","Republican",1,"GA",4231
"12516","Female","25-34","Non-Hispanic White","Republican",2,"GA",2173
"12517","Female","25-34","Non-Hispanic White","Republican",3,"GA",5887
"12518","Female","25-34","Non-Hispanic White","Republican",4,"GA",1667
"12519","Female","25-34","Non-Hispanic White","Republican",5,"GA",2408
"12520","Female","25-34","Non-Hispanic White","Republican",6,"GA",4761
"12521","Female","25-34","Non-Hispanic White","Republican",7,"GA",3790
"12522","Female","25-34","Non-Hispanic White","Republican",8,"GA",4510
"12523","Female","25-34","Non-Hispanic White","Republican",9,"GA",7133
"12524","Female","25-34","Non-Hispanic White","Republican",10,"GA",6041
"12525","Female","25-34","Non-Hispanic White","Republican",11,"GA",6629
"12526","Female","25-34","Non-Hispanic White","Republican",12,"GA",4950
"12527","Female","25-34","Non-Hispanic White","Republican",13,"GA",1889
"12528","Female","25-34","Non-Hispanic White","Republican",14,"GA",5736
"12529","Female","25-34","Non-Hispanic White","Republican",NA,"GA",2
"12530","Female","25-34","Other","Democratic",1,"GA",367
"12531","Female","25-34","Other","Democratic",2,"GA",276
"12532","Female","25-34","Other","Democratic",3,"GA",252
"12533","Female","25-34","Other","Democratic",4,"GA",545
"12534","Female","25-34","Other","Democratic",5,"GA",1392
"12535","Female","25-34","Other","Democratic",6,"GA",1082
"12536","Female","25-34","Other","Democratic",7,"GA",918
"12537","Female","25-34","Other","Democratic",8,"GA",283
"12538","Female","25-34","Other","Democratic",9,"GA",319
"12539","Female","25-34","Other","Democratic",10,"GA",496
"12540","Female","25-34","Other","Democratic",11,"GA",687
"12541","Female","25-34","Other","Democratic",12,"GA",348
"12542","Female","25-34","Other","Democratic",13,"GA",501
"12543","Female","25-34","Other","Democratic",14,"GA",376
"12544","Female","25-34","Other","Other",1,"GA",2973
"12545","Female","25-34","Other","Other",2,"GA",1532
"12546","Female","25-34","Other","Other",3,"GA",2478
"12547","Female","25-34","Other","Other",4,"GA",2944
"12548","Female","25-34","Other","Other",5,"GA",4247
"12549","Female","25-34","Other","Other",6,"GA",5439
"12550","Female","25-34","Other","Other",7,"GA",6622
"12551","Female","25-34","Other","Other",8,"GA",1987
"12552","Female","25-34","Other","Other",9,"GA",2803
"12553","Female","25-34","Other","Other",10,"GA",2687
"12554","Female","25-34","Other","Other",11,"GA",4189
"12555","Female","25-34","Other","Other",12,"GA",2323
"12556","Female","25-34","Other","Other",13,"GA",2718
"12557","Female","25-34","Other","Other",14,"GA",2934
"12558","Female","25-34","Other","Other",NA,"GA",11
"12559","Female","25-34","Other","Republican",1,"GA",643
"12560","Female","25-34","Other","Republican",2,"GA",280
"12561","Female","25-34","Other","Republican",3,"GA",728
"12562","Female","25-34","Other","Republican",4,"GA",333
"12563","Female","25-34","Other","Republican",5,"GA",591
"12564","Female","25-34","Other","Republican",6,"GA",1158
"12565","Female","25-34","Other","Republican",7,"GA",914
"12566","Female","25-34","Other","Republican",8,"GA",527
"12567","Female","25-34","Other","Republican",9,"GA",962
"12568","Female","25-34","Other","Republican",10,"GA",795
"12569","Female","25-34","Other","Republican",11,"GA",1118
"12570","Female","25-34","Other","Republican",12,"GA",641
"12571","Female","25-34","Other","Republican",13,"GA",402
"12572","Female","25-34","Other","Republican",14,"GA",747
"12573","Female","35-44","Black","Democratic",1,"GA",3912
"12574","Female","35-44","Black","Democratic",2,"GA",8636
"12575","Female","35-44","Black","Democratic",3,"GA",3916
"12576","Female","35-44","Black","Democratic",4,"GA",12202
"12577","Female","35-44","Black","Democratic",5,"GA",10737
"12578","Female","35-44","Black","Democratic",6,"GA",2560
"12579","Female","35-44","Black","Democratic",7,"GA",3771
"12580","Female","35-44","Black","Democratic",8,"GA",4281
"12581","Female","35-44","Black","Democratic",9,"GA",685
"12582","Female","35-44","Black","Democratic",10,"GA",4521
"12583","Female","35-44","Black","Democratic",11,"GA",2947
"12584","Female","35-44","Black","Democratic",12,"GA",5351
"12585","Female","35-44","Black","Democratic",13,"GA",13796
"12586","Female","35-44","Black","Democratic",14,"GA",1046
"12587","Female","35-44","Black","Democratic",NA,"GA",6
"12588","Female","35-44","Black","Other",1,"GA",5398
"12589","Female","35-44","Black","Other",2,"GA",8242
"12590","Female","35-44","Black","Other",3,"GA",4907
"12591","Female","35-44","Black","Other",4,"GA",14139
"12592","Female","35-44","Black","Other",5,"GA",13677
"12593","Female","35-44","Black","Other",6,"GA",3827
"12594","Female","35-44","Black","Other",7,"GA",5486
"12595","Female","35-44","Black","Other",8,"GA",4900
"12596","Female","35-44","Black","Other",9,"GA",1137
"12597","Female","35-44","Black","Other",10,"GA",4173
"12598","Female","35-44","Black","Other",11,"GA",4531
"12599","Female","35-44","Black","Other",12,"GA",5563
"12600","Female","35-44","Black","Other",13,"GA",14879
"12601","Female","35-44","Black","Other",14,"GA",1867
"12602","Female","35-44","Black","Other",NA,"GA",23
"12603","Female","35-44","Black","Republican",1,"GA",339
"12604","Female","35-44","Black","Republican",2,"GA",189
"12605","Female","35-44","Black","Republican",3,"GA",253
"12606","Female","35-44","Black","Republican",4,"GA",295
"12607","Female","35-44","Black","Republican",5,"GA",214
"12608","Female","35-44","Black","Republican",6,"GA",154
"12609","Female","35-44","Black","Republican",7,"GA",236
"12610","Female","35-44","Black","Republican",8,"GA",294
"12611","Female","35-44","Black","Republican",9,"GA",106
"12612","Female","35-44","Black","Republican",10,"GA",307
"12613","Female","35-44","Black","Republican",11,"GA",241
"12614","Female","35-44","Black","Republican",12,"GA",340
"12615","Female","35-44","Black","Republican",13,"GA",375
"12616","Female","35-44","Black","Republican",14,"GA",123
"12617","Female","35-44","Non-Hispanic White","Democratic",1,"GA",2184
"12618","Female","35-44","Non-Hispanic White","Democratic",2,"GA",2626
"12619","Female","35-44","Non-Hispanic White","Democratic",3,"GA",1685
"12620","Female","35-44","Non-Hispanic White","Democratic",4,"GA",1873
"12621","Female","35-44","Non-Hispanic White","Democratic",5,"GA",4411
"12622","Female","35-44","Non-Hispanic White","Democratic",6,"GA",3334
"12623","Female","35-44","Non-Hispanic White","Democratic",7,"GA",1606
"12624","Female","35-44","Non-Hispanic White","Democratic",8,"GA",2714
"12625","Female","35-44","Non-Hispanic White","Democratic",9,"GA",1665
"12626","Female","35-44","Non-Hispanic White","Democratic",10,"GA",2990
"12627","Female","35-44","Non-Hispanic White","Democratic",11,"GA",2190
"12628","Female","35-44","Non-Hispanic White","Democratic",12,"GA",2396
"12629","Female","35-44","Non-Hispanic White","Democratic",13,"GA",1029
"12630","Female","35-44","Non-Hispanic White","Democratic",14,"GA",1956
"12631","Female","35-44","Non-Hispanic White","Democratic",NA,"GA",6
"12632","Female","35-44","Non-Hispanic White","Other",1,"GA",7671
"12633","Female","35-44","Non-Hispanic White","Other",2,"GA",4062
"12634","Female","35-44","Non-Hispanic White","Other",3,"GA",8640
"12635","Female","35-44","Non-Hispanic White","Other",4,"GA",3305
"12636","Female","35-44","Non-Hispanic White","Other",5,"GA",5361
"12637","Female","35-44","Non-Hispanic White","Other",6,"GA",8776
"12638","Female","35-44","Non-Hispanic White","Other",7,"GA",7265
"12639","Female","35-44","Non-Hispanic White","Other",8,"GA",6261
"12640","Female","35-44","Non-Hispanic White","Other",9,"GA",8060
"12641","Female","35-44","Non-Hispanic White","Other",10,"GA",7631
"12642","Female","35-44","Non-Hispanic White","Other",11,"GA",9688
"12643","Female","35-44","Non-Hispanic White","Other",12,"GA",5704
"12644","Female","35-44","Non-Hispanic White","Other",13,"GA",3879
"12645","Female","35-44","Non-Hispanic White","Other",14,"GA",9885
"12646","Female","35-44","Non-Hispanic White","Other",NA,"GA",18
"12647","Female","35-44","Non-Hispanic White","Republican",1,"GA",6341
"12648","Female","35-44","Non-Hispanic White","Republican",2,"GA",3042
"12649","Female","35-44","Non-Hispanic White","Republican",3,"GA",9297
"12650","Female","35-44","Non-Hispanic White","Republican",4,"GA",2124
"12651","Female","35-44","Non-Hispanic White","Republican",5,"GA",2166
"12652","Female","35-44","Non-Hispanic White","Republican",6,"GA",7214
"12653","Female","35-44","Non-Hispanic White","Republican",7,"GA",6175
"12654","Female","35-44","Non-Hispanic White","Republican",8,"GA",6406
"12655","Female","35-44","Non-Hispanic White","Republican",9,"GA",11030
"12656","Female","35-44","Non-Hispanic White","Republican",10,"GA",9503
"12657","Female","35-44","Non-Hispanic White","Republican",11,"GA",10233
"12658","Female","35-44","Non-Hispanic White","Republican",12,"GA",6574
"12659","Female","35-44","Non-Hispanic White","Republican",13,"GA",2847
"12660","Female","35-44","Non-Hispanic White","Republican",14,"GA",9758
"12661","Female","35-44","Non-Hispanic White","Republican",NA,"GA",2
"12662","Female","35-44","Other","Democratic",1,"GA",454
"12663","Female","35-44","Other","Democratic",2,"GA",366
"12664","Female","35-44","Other","Democratic",3,"GA",404
"12665","Female","35-44","Other","Democratic",4,"GA",737
"12666","Female","35-44","Other","Democratic",5,"GA",1513
"12667","Female","35-44","Other","Democratic",6,"GA",1598
"12668","Female","35-44","Other","Democratic",7,"GA",1087
"12669","Female","35-44","Other","Democratic",8,"GA",361
"12670","Female","35-44","Other","Democratic",9,"GA",289
"12671","Female","35-44","Other","Democratic",10,"GA",525
"12672","Female","35-44","Other","Democratic",11,"GA",772
"12673","Female","35-44","Other","Democratic",12,"GA",393
"12674","Female","35-44","Other","Democratic",13,"GA",536
"12675","Female","35-44","Other","Democratic",14,"GA",373
"12676","Female","35-44","Other","Other",1,"GA",2114
"12677","Female","35-44","Other","Other",2,"GA",1126
"12678","Female","35-44","Other","Other",3,"GA",2064
"12679","Female","35-44","Other","Other",4,"GA",2340
"12680","Female","35-44","Other","Other",5,"GA",2606
"12681","Female","35-44","Other","Other",6,"GA",5766
"12682","Female","35-44","Other","Other",7,"GA",7074
"12683","Female","35-44","Other","Other",8,"GA",1343
"12684","Female","35-44","Other","Other",9,"GA",2070
"12685","Female","35-44","Other","Other",10,"GA",1889
"12686","Female","35-44","Other","Other",11,"GA",3586
"12687","Female","35-44","Other","Other",12,"GA",1558
"12688","Female","35-44","Other","Other",13,"GA",2296
"12689","Female","35-44","Other","Other",14,"GA",2244
"12690","Female","35-44","Other","Other",NA,"GA",9
"12691","Female","35-44","Other","Republican",1,"GA",854
"12692","Female","35-44","Other","Republican",2,"GA",390
"12693","Female","35-44","Other","Republican",3,"GA",1099
"12694","Female","35-44","Other","Republican",4,"GA",411
"12695","Female","35-44","Other","Republican",5,"GA",498
"12696","Female","35-44","Other","Republican",6,"GA",1936
"12697","Female","35-44","Other","Republican",7,"GA",1673
"12698","Female","35-44","Other","Republican",8,"GA",749
"12699","Female","35-44","Other","Republican",9,"GA",1237
"12700","Female","35-44","Other","Republican",10,"GA",1124
"12701","Female","35-44","Other","Republican",11,"GA",1715
"12702","Female","35-44","Other","Republican",12,"GA",767
"12703","Female","35-44","Other","Republican",13,"GA",484
"12704","Female","35-44","Other","Republican",14,"GA",1005
"12705","Female","45-54","Black","Democratic",1,"GA",5294
"12706","Female","45-54","Black","Democratic",2,"GA",10956
"12707","Female","45-54","Black","Democratic",3,"GA",5194
"12708","Female","45-54","Black","Democratic",4,"GA",17534
"12709","Female","45-54","Black","Democratic",5,"GA",12328
"12710","Female","45-54","Black","Democratic",6,"GA",2784
"12711","Female","45-54","Black","Democratic",7,"GA",4943
"12712","Female","45-54","Black","Democratic",8,"GA",5554
"12713","Female","45-54","Black","Democratic",9,"GA",1007
"12714","Female","45-54","Black","Democratic",10,"GA",5996
"12715","Female","45-54","Black","Democratic",11,"GA",3643
"12716","Female","45-54","Black","Democratic",12,"GA",6979
"12717","Female","45-54","Black","Democratic",13,"GA",17804
"12718","Female","45-54","Black","Democratic",14,"GA",1494
"12719","Female","45-54","Black","Democratic",NA,"GA",6
"12720","Female","45-54","Black","Other",1,"GA",4304
"12721","Female","45-54","Black","Other",2,"GA",6128
"12722","Female","45-54","Black","Other",3,"GA",4212
"12723","Female","45-54","Black","Other",4,"GA",11205
"12724","Female","45-54","Black","Other",5,"GA",10054
"12725","Female","45-54","Black","Other",6,"GA",2664
"12726","Female","45-54","Black","Other",7,"GA",4580
"12727","Female","45-54","Black","Other",8,"GA",3989
