"","metro_status","weight_w","vote_choice","likely_voter","sex","age","race","income","party","census_region"
"859","Metropolitan",0.084940349,"Democrat",1,"Male","50-64","Non-Hispanic White","$100k-$150k","Democratic","West"
"860","Metropolitan",0.8113217791,"Republican",1,"Female","50-64","Non-Hispanic White","$75k-$100k","Republican","South"
"861","Metropolitan",0.3581919016,"Democrat",1,"Male","65+","Non-Hispanic White","$100k-$150k","Democratic","North Central"
"862","Non-metropolitan",0.7756479808,"Republican",1,"Male","65+","Non-Hispanic White","$30k-$50k","Republican","South"
"863","Metropolitan",0.4725533172,"Democrat",1,"Female","30-49","Black","$50k-$75k","Democratic","Northeast"
"864","Metropolitan",0.6535503273,"Republican",0,"Male","50-64","Non-Hispanic White","less than $30k","Democratic","North Central"
"865","Non-metropolitan",0.2338260339,"Unsure/Other",1,"Female","30-49","Non-Hispanic White","$100k-$150k","Republican","South"
"866","Metropolitan",0.643126624,"Democrat",1,"Female","65+","Non-Hispanic White","$30k-$50k","Democratic","North Central"
"867","Metropolitan",1.1154790067,"Republican",1,"Female","65+","Non-Hispanic White","$50k-$75k","Republican","South"
"868","Metropolitan",1.0595146763,"Democrat",1,"Female","30-49","Black","less than $30k","Democratic","South"
"869","Metropolitan",0.5562192632,"Democrat",1,"Male","65+","Black","$30k-$50k","Democratic","North Central"
"870","Metropolitan",0.8086426055,"Republican",1,"Male","65+","Non-Hispanic White","$100k-$150k","Republican","South"
"871","Metropolitan",0.3507965791,"Republican",1,"Female","65+","Non-Hispanic White","$30k-$50k","Republican","North Central"
"872","Metropolitan",0.1257179586,"Democrat",1,"Female","65+","Non-Hispanic White","$100k-$150k","Democratic","West"
"873","Metropolitan",0.1386612378,"Republican",1,"Male","65+","Non-Hispanic White","$150k or more","Other","North Central"
"874","Metropolitan",0.130750724,"Democrat",1,"Female","65+","Non-Hispanic White","$150k or more","Democratic","West"
"875","Metropolitan",1.0927523539,"Republican",1,"Female","50-64","Non-Hispanic White","$75k-$100k","Republican","North Central"
"876","Metropolitan",0.1672742075,"Democrat",1,"Female","30-49","Non-Hispanic White","$150k or more","Democratic","Northeast"
"877","Metropolitan",0.1604661252,"Unsure/Other",1,"Male","65+","Non-Hispanic White","$100k-$150k","Republican","South"
"878","Non-metropolitan",0.2597186807,"Republican",1,"Female","30-49","Non-Hispanic White","$100k-$150k","Republican","West"
"879","Metropolitan",0.0877771042,"Democrat",1,"Female","50-64","Non-Hispanic White","$100k-$150k","Democratic","South"
"880","Metropolitan",0.2174782015,"Republican",1,"Male","65+","Non-Hispanic White","$150k or more","Republican","North Central"
"881","Metropolitan",0.1028173425,"Republican",1,"Male","50-64","Non-Hispanic White","$100k-$150k","Republican","North Central"
"882","Metropolitan",3.4516015269,"Republican",0,"Female","65+","Non-Hispanic White","$30k-$50k","Other","North Central"
"883","Metropolitan",0.4467097778,"Democrat",1,"Female","65+","Non-Hispanic White","$75k-$100k","Democratic","North Central"
"884","Metropolitan",3.6542998428,"Republican",0,"Female","30-49","Other","$30k-$50k","Republican","West"
"885","Non-metropolitan",0.3485183468,"Republican",1,"Male","30-49","Non-Hispanic White","$75k-$100k","Republican","South"
"886","Non-metropolitan",2.5521576827,"Republican",1,"Female","65+","Non-Hispanic White","$50k-$75k","Other","South"
"887","Metropolitan",3.565455741,"Unsure/Other",0,"Male","65+","Non-Hispanic White","$75k-$100k","Other","West"
"888","Metropolitan",0.1355347437,"Democrat",1,"Female","65+","Non-Hispanic White","$30k-$50k","Democratic","South"
"889","Non-metropolitan",6.8332664883,"Unsure/Other",1,"Female","65+","Non-Hispanic White","less than $30k","Republican","West"
"890","Metropolitan",0.0915092605,"Republican",1,"Male","50-64","Other","$150k or more","Republican","West"
"891","Metropolitan",0.6840407584,"Unsure/Other",0,"Female","65+","Non-Hispanic White","$150k or more","Other","West"
"892","Metropolitan",0.7897305991,"Unsure/Other",1,"Male","65+","Non-Hispanic White","$75k-$100k","Other","West"
"893","Metropolitan",0.1417222954,"Democrat",1,"Female","50-64","Non-Hispanic White","$150k or more","Democratic","West"
"894","Non-metropolitan",0.2667837852,"Republican",1,"Male","65+","Non-Hispanic White","$100k-$150k","Republican","North Central"
"895","Metropolitan",1.4109035451,"Republican",1,"Male","65+","Non-Hispanic White","$50k-$75k","Republican","West"
"896","Metropolitan",0.2724929148,"Democrat",1,"Female","65+","Non-Hispanic White","$50k-$75k","Democratic","West"
"897","Metropolitan",0.1234917089,"Republican",1,"Male","50-64","Non-Hispanic White","$30k-$50k","Other","Northeast"
"898","Metropolitan",4.837056417,"Republican",0,"Male","30-49","Non-Hispanic White","$30k-$50k","Other","West"
"899","Metropolitan",0.6767652383,"Republican",1,"Female","65+","Non-Hispanic White","$100k-$150k","Republican","West"
"900","Metropolitan",0.4898983111,"Democrat",0,"Female","30-49","Non-Hispanic White","less than $30k","Democratic","North Central"
"901","Metropolitan",0.1790482131,"Democrat",1,"Female","65+","Non-Hispanic White","$75k-$100k","Democratic","Northeast"
"902","Metropolitan",0.2496284062,"Republican",0,"Female","50-64","Non-Hispanic White","$150k or more","Republican","North Central"
"903","Non-metropolitan",0.2465137038,"Unsure/Other",1,"Female","30-49","Non-Hispanic White","less than $30k","Other","North Central"
"904","Non-metropolitan",0.2385657982,"Republican",1,"Male","65+","Non-Hispanic White","$50k-$75k","Other","West"
"905","Metropolitan",0.4160815368,"Democrat",1,"Female","30-49","Non-Hispanic White","$100k-$150k","Democratic","South"
"906","Metropolitan",0.0821026288,"Democrat",1,"Male","50-64","Non-Hispanic White","$30k-$50k","Democratic","West"
"907","Metropolitan",0.1854605347,"Republican",1,"Female","50-64","Non-Hispanic White","$30k-$50k","Other","West"
"908","Metropolitan",0.6257256243,"Democrat",1,"Female","65+","Non-Hispanic White","$50k-$75k","Other","Northeast"
"909","Metropolitan",0.1537830508,"Democrat",1,"Female","65+","Non-Hispanic White","$50k-$75k","Democratic","South"
"910","Metropolitan",0.8614513923,"Democrat",1,"Female","65+","Black","less than $30k","Democratic","South"
"911","Metropolitan",0.1360717827,"Republican",1,"Male","50-64","Non-Hispanic White","$100k-$150k","Republican","Northeast"
"912","Non-metropolitan",0.2821369569,"Republican",1,"Male","65+","Non-Hispanic White","$50k-$75k","Republican","North Central"
"913","Metropolitan",1.187399709,"Democrat",1,"Male","50-64","Non-Hispanic White","less than $30k","Other","South"
"914","Non-metropolitan",0.5842520439,"Republican",1,"Female","50-64","Non-Hispanic White","$50k-$75k","Other","West"
"915","Metropolitan",0.1065712736,"Democrat",1,"Male","30-49","Non-Hispanic White","$150k or more","Democratic","South"
"916","Metropolitan",0.1919670084,"Unsure/Other",1,"Male","30-49","Non-Hispanic White","$75k-$100k","Other","South"
"917","Metropolitan",1.4134297874,"Republican",1,"Male","65+","Non-Hispanic White","$50k-$75k","Republican","West"
"918","Non-metropolitan",0.1170909052,"Democrat",1,"Female","50-64","Non-Hispanic White","$75k-$100k","Democratic","Northeast"
"919","Metropolitan",0.5843031243,"Democrat",1,"Female","30-49","Non-Hispanic White","$30k-$50k","Democratic","Northeast"
"920","Metropolitan",0.2556865792,"Democrat",1,"Male","50-64","Non-Hispanic White","$75k-$100k","Democratic","Northeast"
"921","Metropolitan",1.1232426788,"Unsure/Other",0,"Male","30-49","Other","less than $30k","Other","South"
"922","Metropolitan",0.1164148805,"Democrat",1,"Female","50-64","Other","$50k-$75k","Other","West"
"923","Non-metropolitan",0.307216638,"Republican",1,"Female","65+","Other","$30k-$50k","Republican","West"
"924","Metropolitan",0.3750381206,"Unsure/Other",1,"Male","50-64","Other","$150k or more","Other","South"
"925","Metropolitan",0.9510403351,"Unsure/Other",0,"Male","18-29","Other","$100k-$150k","Other","West"
"926","Metropolitan",0.5718797562,"Republican",1,"Female","65+","Non-Hispanic White","$150k or more","Republican","North Central"
"927","Metropolitan",0.1265210728,"Republican",1,"Male","50-64","Non-Hispanic White","$150k or more","Republican","South"
"928","Metropolitan",0.2009935092,"Republican",1,"Female","65+","Other","$150k or more","Republican","West"
"929","Metropolitan",0.0841179818,"Democrat",1,"Male","30-49","Black","less than $30k","Democratic","North Central"
"930","Metropolitan",0.5145718007,"Democrat",1,"Female","30-49","Non-Hispanic White","$100k-$150k","Democratic","Northeast"
"931","Non-metropolitan",7.6201779583,"Unsure/Other",0,"Female","65+","Non-Hispanic White","$30k-$50k","Other","South"
"932","Metropolitan",0.7699369232,"Unsure/Other",1,"Female","65+","Non-Hispanic White","$30k-$50k","Other","Northeast"
"933","Metropolitan",0.1376109414,"Republican",1,"Male","65+","Non-Hispanic White","$150k or more","Republican","South"
"934","Metropolitan",0.1326486736,"Democrat",1,"Female","65+","Non-Hispanic White","$30k-$50k","Other","South"
"935","Metropolitan",3.875187605,"Republican",1,"Male","65+","Non-Hispanic White","$30k-$50k","Republican","South"
"936","Metropolitan",0.2434394717,"Republican",1,"Male","50-64","Non-Hispanic White","$30k-$50k","Republican","West"
"937","Metropolitan",0.4947880093,"Democrat",1,"Male","65+","Non-Hispanic White","$100k-$150k","Other","North Central"
"938","Metropolitan",0.6283736724,"Democrat",1,"Male","30-49","Non-Hispanic White","$75k-$100k","Democratic","West"
"939","Metropolitan",0.1544710851,"Democrat",0,"Female","50-64","Non-Hispanic White","$100k-$150k","Other","West"
"940","Metropolitan",0.6956266671,"Democrat",0,"Female","50-64","Black","less than $30k","Democratic","South"
"941","Metropolitan",0.1725796743,"Democrat",1,"Female","50-64","Non-Hispanic White","$30k-$50k","Democratic","South"
"942","Metropolitan",0.1985322739,"Democrat",1,"Male","50-64","Non-Hispanic White","$150k or more","Other","Northeast"
"943","Metropolitan",0.1689027913,"Republican",1,"Male","65+","Non-Hispanic White","$50k-$75k","Republican","South"
"944","Non-metropolitan",0.2922757272,"Republican",1,"Male","50-64","Non-Hispanic White","less than $30k","Republican","South"
"945","Metropolitan",6.6910310151,"Unsure/Other",1,"Female","65+","Non-Hispanic White","less than $30k","Other","South"
"946","Metropolitan",0.7342395533,"Unsure/Other",1,"Female","65+","Non-Hispanic White","$150k or more","Other","South"
"947","Metropolitan",0.590078499,"Democrat",1,"Male","50-64","Non-Hispanic White","$150k or more","Democratic","North Central"
"948","Metropolitan",0.5731839488,"Republican",0,"Male","30-49","Non-Hispanic White","$75k-$100k","Other","South"
"949","Metropolitan",0.2210101333,"Republican",1,"Female","65+","Non-Hispanic White","$50k-$75k","Republican","North Central"
"950","Metropolitan",0.1165734488,"Republican",1,"Male","65+","Non-Hispanic White","$150k or more","Republican","West"
"951","Metropolitan",0.5145718007,"Democrat",1,"Female","50-64","Non-Hispanic White","$50k-$75k","Democratic","Northeast"
"952","Metropolitan",0.2368511387,"Republican",1,"Female","65+","Non-Hispanic White","$150k or more","Republican","North Central"
"953","Metropolitan",0.5405876099,"Republican",1,"Female","30-49","Non-Hispanic White","$75k-$100k","Republican","Northeast"
"954","Metropolitan",0.5879507311,"Republican",1,"Male","65+","Non-Hispanic White","$150k or more","Republican","Northeast"
"955","Metropolitan",0.2877692859,"Democrat",1,"Female","65+","Black","$50k-$75k","Democratic","Northeast"
"956","Metropolitan",0.3294904795,"Democrat",0,"Male","50-64","Non-Hispanic White","less than $30k","Democratic","South"
"957","Non-metropolitan",0.1488736107,"Democrat",1,"Male","65+","Non-Hispanic White","$50k-$75k","Democratic","West"
"958","Metropolitan",0.5423560968,"Democrat",1,"Female","65+","Non-Hispanic White","$150k or more","Democratic","Northeast"
"959","Metropolitan",0.6517975913,"Republican",0,"Female","65+","Other","$30k-$50k","Republican","West"
"960","Metropolitan",0.11118656,"Democrat",1,"Female","50-64","Non-Hispanic White","less than $30k","Democratic","Northeast"
"961","Metropolitan",1.7822024906,"Republican",1,"Female","DK/REF","Other","$50k-$75k","Other","South"
"962","Non-metropolitan",0.0821026288,"Democrat",1,"Male","65+","Non-Hispanic White","$50k-$75k","Democratic","West"
"963","Metropolitan",0.3265590964,"Democrat",1,"Female","50-64","Non-Hispanic White","$50k-$75k","Democratic","Northeast"
"964","Non-metropolitan",0.5783569717,"Republican",1,"Female","65+","Non-Hispanic White","$50k-$75k","Other","West"
"965","Metropolitan",0.1562445627,"Republican",1,"Female","65+","Non-Hispanic White","$50k-$75k","Republican","West"
"966","Metropolitan",0.1122081481,"Republican",1,"Male","65+","Non-Hispanic White","$150k or more","Republican","South"
"967","Non-metropolitan",5.2491890563,"Republican",1,"Male","50-64","Non-Hispanic White","less than $30k","Republican","South"
"968","Metropolitan",0.1659901926,"Republican",1,"Male","65+","Non-Hispanic White","$50k-$75k","Other","South"
"969","Metropolitan",0.1229092438,"Democrat",1,"Male","65+","Non-Hispanic White","$75k-$100k","Democratic","West"
"970","Metropolitan",0.4790267532,"Republican",1,"Male","65+","Non-Hispanic White","$100k-$150k","Other","Northeast"
"971","Metropolitan",0.5305921825,"Democrat",1,"Male","65+","Non-Hispanic White","$30k-$50k","Democratic","South"
"972","Metropolitan",0.1275630957,"Democrat",1,"Female","65+","Non-Hispanic White","$75k-$100k","Democratic","West"
"973","Metropolitan",0.3499309931,"Unsure/Other",1,"Female","65+","Black","less than $30k","Democratic","Northeast"
"974","Metropolitan",0.3187000872,"Democrat",1,"Female","50-64","Black","$30k-$50k","Democratic","Northeast"
"975","Metropolitan",0.0821026288,"Democrat",1,"Male","65+","Non-Hispanic White","$150k or more","Democratic","West"
"976","Metropolitan",0.1348272087,"Republican",1,"Female","50-64","Non-Hispanic White","$30k-$50k","Republican","North Central"
"977","Metropolitan",0.1409476236,"Democrat",1,"Male","18-29","Non-Hispanic White","less than $30k","Democratic","North Central"
"978","Metropolitan",0.9844256881,"Republican",1,"Male","30-49","Non-Hispanic White","$75k-$100k","Republican","West"
"979","Metropolitan",0.0821026288,"Democrat",1,"Female","50-64","Non-Hispanic White","less than $30k","Democratic","Northeast"
"980","Metropolitan",1.4150747371,"Republican",1,"Female","50-64","Non-Hispanic White","$30k-$50k","Other","Northeast"
"981","Metropolitan",0.1262516657,"Republican",1,"Female","65+","Non-Hispanic White","$150k or more","Republican","West"
"982","Metropolitan",0.199855643,"Democrat",1,"Female","65+","Non-Hispanic White","$150k or more","Democratic","South"
"983","Metropolitan",0.23644919,"Democrat",1,"Female","65+","Non-Hispanic White","$100k-$150k","Republican","North Central"
"984","Non-metropolitan",0.1903873206,"Republican",1,"Female","65+","Non-Hispanic White","$30k-$50k","Other","South"
"985","Metropolitan",0.0821026288,"Democrat",1,"Male","50-64","Non-Hispanic White","$150k or more","Democratic","South"
"986","Metropolitan",1.7302133065,"Republican",1,"Female","65+","Non-Hispanic White","less than $30k","Republican","South"
"987","Metropolitan",0.0941254329,"Democrat",1,"Female","65+","Non-Hispanic White","$50k-$75k","Democratic","North Central"
"988","Metropolitan",1.2552612562,"Democrat",1,"Female","65+","Non-Hispanic White","less than $30k","Democratic","North Central"
"989","Metropolitan",0.5007059304,"Republican",1,"Male","65+","Non-Hispanic White","$30k-$50k","Republican","West"
"990","Metropolitan",0.8237313863,"Republican",1,"Female","65+","Non-Hispanic White","$50k-$75k","Republican","West"
"991","Metropolitan",0.1609721406,"Republican",1,"Male","65+","Non-Hispanic White","$50k-$75k","Other","South"
"992","Metropolitan",0.0821026288,"Democrat",1,"Male","50-64","Non-Hispanic White","$30k-$50k","Other","North Central"
"993","Metropolitan",0.1202978557,"Democrat",1,"Female","65+","Non-Hispanic White","$30k-$50k","Other","South"
